ProductName,Brand,Price,Processor,RAM,VGA,Storage,Display
Acer swift SF314 (Used-99%) Grad A+ កម្លាំងម៉ាសុីនធំ​កប់😬😬🥶🥶,Acer,$635 ,Intel Core i7,16GB,8GB,1TB,"14"" - 14.9"""
Dell XPS 13 9350(Used-98%)តូចស្តេីងស្អាតបងៗ😍🎉💥,Dell,$435 ,Intel Core i5,4GB,2GB & Under,500GB - 512GB,"13"" - 13.9"""
Acer aspire A515 (Used-98%)🔥ស្តេីងស្អាត​ សេរីឆ្នាំ ២០២១ 🔥,Acer,$465 ,Intel Core i5,8GB,4GB,250GB - 256GB,"15"" - 15.9"""
"macbook pro 15"" retina 2015 (i7 / ram 16 ssd 1000G) 98%",Apple,$550 ,Intel Core i7,16GB,Integrated,1TB,"15"" - 15.9"""
Labtob screen 12.5” Dell,Dell,$185 ,Intel Core i3,4GB,2GB & Under,250GB - 256GB,"12"" - 12.9"""
Lenovo T430,Lenovo,$150 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"14"" - 14.9"""
Dell Latitude E7270 Core i5 2.3 GHz 6th Generation,Dell,$179 ,Intel Core i5,8GB,4GB,250GB - 256GB,"12"" - 12.9"""
Lenovo ThinkPad X220 Good for Study and office ,Lenovo,$125 ,Intel Core i5,4GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Acer One 14សម្រាប់លក់ (ទិញមកមិនសូវបានប្រើ),Acer,$145 ,Other,4GB,4GB,500GB - 512GB,"14"" - 14.9"""
Surface Pro 5. Ram 8G. M.2 128G. Screen 12.9,Microsoft,$360 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
"Lenovo Core I5 7th, Ram 8GB, HDD 1TB or 256 SSD, Screen 14""",Lenovo,$255 ,Intel Core i5,8GB,Integrated,1TB,"14"" - 14.9"""
👍Dell Inspiron 3501👍Core i5 11gen👍Ram 16g👍M.2 512g👍VGA 2g 👍Screen 15.6 inch,Dell,$429 ,Intel Core i5,8GB,2GB & Under,500GB - 512GB,"15"" - 15.9"""
លក់ Dell laptop តម្លៃធូៗ,Dell,$99 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Asus ZenBook,Asus,$168 ,Intel Core i7,8GB,4GB,500GB - 512GB,"15"" - 15.9"""
ចង់លក់កំព្យូទ័រ Lenovo,Lenovo,$3 ,Intel Core i5,4GB,Integrated,500GB - 512GB,"14"" - 14.9"""
Gateway GWTN156-11GR 15.6”FHD 1080,Other - ផ្សេងៗ,$259 ,Intel Pentium,4GB,Integrated,128GB & Under,"15"" - 15.9"""
Dell Vostro 3560 15.6”,Dell,$229 ,Intel Core i5,4GB,Integrated,500GB - 512GB,"15"" - 15.9"""
Dell Latitude E3580 i5 6th ដេីរលឿនល្អណាស់,Dell,$299 ,Intel Core i5,8GB,4GB,250GB - 256GB,"14"" - 14.9"""
HP PROBOOK 450 G2,HP,$200 ,Intel Core i5,8GB,Integrated,128GB & Under,"15"" - 15.9"""
HP PROBOOK 840 G5,HP,$295 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
125$ i5 4th 8gb 256gb creen 15.6inch free 1set,Lenovo,$125 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"15"" - 15.9"""
Gaming Acer i5 Gen8 8/SSD256+1T GTX1050 Ti 333$,Acer,$333 ,Intel Core i5,8GB,4GB,250GB - 256GB,"15"" - 15.9"""
Dell vostro 5468 ( Used-98%),Dell,$385 ,Intel Core i5,8GB,2GB & Under,1TB,"14"" - 14.9"""
Lenovo Thinkpad L540 i5-4th,Lenovo,$275 ,Intel Core i5,8GB,Integrated,500GB - 512GB,"15"" - 15.9"""
Asus E410KA | Celeron | 4GB |512GB | 14” FHD NEW 2 year warranty,Asus,$299 ,Intel Celeron,4GB,Integrated,500GB - 512GB,"14"" - 14.9"""
MacBook Air 2017 13” មួយទឹក,Apple,$395 ,Intel Core i5,8GB,Integrated,128GB & Under,"13"" - 13.9"""
Dell 5490 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$280 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Dell 3490 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$250 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Dell 3543 Inspiron 95% ថ្មី newកុំព្យូទ័រPC Laptops computer ,Dell,$200 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Dell E5420 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$130 ,Intel Core i5,4GB,Integrated,128GB & Under,"14"" - 14.9"""
Sale,Apple,"$1,080 ",M2,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
ជួសជុល កុំព្យូទ័រដល់ទីកន្លែង,Apple,$5 ,Intel Core i9,16GB,8GB,1TB,"13"" - 13.9"""
Want to sell Dell intel i7-7th AMD 2G,Dell,$350 ,Intel Core i7,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Want to sell MacBook Pro intel i5,Apple,$450 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"13"" - 13.9"""
Lenovo C930 i7 8th Ram12gb SSD 256gb,Lenovo,$450 ,Intel Core i7,12GB,Integrated,250GB - 256GB,"14"" - 14.9"""
"Lenovo Yoga 7 i5 11th, Ram 12gb SSD 512gb win 10 license",Lenovo,$460 ,Intel Core i5,12GB,Integrated,500GB - 512GB,"14"" - 14.9"""
"Lenovo T490s i7 8th, Ram16GB SSD512gb",Lenovo,$450 ,Intel Core i7,16GB,Integrated,500GB - 512GB,"14"" - 14.9"""
Lenovo Yoga C930 i7 8th Generation Ram 12gb SSD 256gb,Lenovo,$450 ,Intel Core i7,12GB,Integrated,250GB - 256GB,"14"" - 14.9"""
HP EliteBook 830 G5 Touch Screen Core i5 Ram 8GB SSD 256GB,HP,$480 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
Hot sell Macbookbro 13” 2017  core I 5 ram 16 Gb ssd 500GB,Apple,$468 ,Intel Core i5,16GB,2GB & Under,500GB - 512GB,"13"" - 13.9"""
Laptop for Office and Study,Asus,$420 ,Intel Core i5,8GB,2GB & Under,1TB,"14"" - 14.9"""
លក់ប្រញាប់លុយ,Sony,$84.15 ,Intel Core i5,4GB,2GB & Under,128GB & Under,"11"" - 11.9"""
តម្លៃធូៗ គុណភាពល្អ,Lenovo,$235 ,Intel Core i5,8GB,Integrated,128GB & Under,"15"" - 15.9"""
Lenovo ideapad 310 i5-7th 8+128G VGA 920 2G,Lenovo,$200 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"15"" - 15.9"""
DELL INSPIRON 5406,Dell,$539 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
DELL VOSTRO 3400 I5-11TH,Dell,$539 ,Intel Core i5,8GB,Integrated,500GB - 512GB,"14"" - 14.9"""
DELL INSPIRON 3510,Dell,$329 ,Intel Celeron,4GB,Integrated,250GB - 256GB,"15"" - 15.9"""
DELL VOSTRO 3400 I3-11TH,Dell,$379 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
DELL VOSTRO 3400 I3-11TH,Dell,$399 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Hp EliteBook 840 G3 (Used-98%) (Australia product),HP,$279 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Acer swift SF314 (Used-99%) Grad A+ កម្លាំងម៉ាសុីនធំ​កប់😬😬🥶🥶,Acer,$635 ,Intel Core i7,16GB,8GB,1TB,"14"" - 14.9"""
Dell XPS 13 9350(Used-98%)តូចស្តេីងស្អាតបងៗ😍🎉💥,Dell,$435 ,Intel Core i5,4GB,2GB & Under,500GB - 512GB,"13"" - 13.9"""
Acer aspire A515 (Used-98%)🔥ស្តេីងស្អាត​ សេរីឆ្នាំ ២០២១ 🔥,Acer,$465 ,Intel Core i5,8GB,4GB,250GB - 256GB,"15"" - 15.9"""
"macbook pro 15"" retina 2015 (i7 / ram 16 ssd 1000G) 98%",Apple,$550 ,Intel Core i7,16GB,Integrated,1TB,"15"" - 15.9"""
Labtob screen 12.5” Dell,Dell,$185 ,Intel Core i3,4GB,2GB & Under,250GB - 256GB,"12"" - 12.9"""
Lenovo T430,Lenovo,$150 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"14"" - 14.9"""
Dell Latitude E7270 Core i5 2.3 GHz 6th Generation,Dell,$179 ,Intel Core i5,8GB,4GB,250GB - 256GB,"12"" - 12.9"""
Lenovo ThinkPad X220 Good for Study and office ,Lenovo,$125 ,Intel Core i5,4GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Acer One 14សម្រាប់លក់ (ទិញមកមិនសូវបានប្រើ),Acer,$145 ,Other,4GB,4GB,500GB - 512GB,"14"" - 14.9"""
Surface Pro 5. Ram 8G. M.2 128G. Screen 12.9,Microsoft,$360 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
"Lenovo Core I5 7th, Ram 8GB, HDD 1TB or 256 SSD, Screen 14""",Lenovo,$255 ,Intel Core i5,8GB,Integrated,1TB,"14"" - 14.9"""
👍Dell Inspiron 3501👍Core i5 11gen👍Ram 16g👍M.2 512g👍VGA 2g 👍Screen 15.6 inch,Dell,$429 ,Intel Core i5,8GB,2GB & Under,500GB - 512GB,"15"" - 15.9"""
លក់ Dell laptop តម្លៃធូៗ,Dell,$99 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Asus ZenBook,Asus,$168 ,Intel Core i7,8GB,4GB,500GB - 512GB,"15"" - 15.9"""
ចង់លក់កំព្យូទ័រ Lenovo,Lenovo,$3 ,Intel Core i5,4GB,Integrated,500GB - 512GB,"14"" - 14.9"""
Gateway GWTN156-11GR 15.6”FHD 1080,Other - ផ្សេងៗ,$259 ,Intel Pentium,4GB,Integrated,128GB & Under,"15"" - 15.9"""
Dell Vostro 3560 15.6”,Dell,$229 ,Intel Core i5,4GB,Integrated,500GB - 512GB,"15"" - 15.9"""
Dell Latitude E3580 i5 6th ដេីរលឿនល្អណាស់,Dell,$299 ,Intel Core i5,8GB,4GB,250GB - 256GB,"14"" - 14.9"""
HP PROBOOK 450 G2,HP,$200 ,Intel Core i5,8GB,Integrated,128GB & Under,"15"" - 15.9"""
HP PROBOOK 840 G5,HP,$295 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
125$ i5 4th 8gb 256gb creen 15.6inch free 1set,Lenovo,$125 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"15"" - 15.9"""
"Lenovo ThinkPad L380 Yoga Touch screen/ I5-8250U/ M.2 256G / 13.3 """,Lenovo,$350 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
"Asus X456URK ( Grade B ) CPU Core i7, RAM 8GB, SSD 256GB",Asus,$290 ,Intel Core i7,8GB,2GB & Under,250GB - 256GB,"15"" - 15.9"""
Gaming Acer Ryzen7 3750 Gen8 8/SSD512 GTX1650 499$,Acer,$499 ,AMD Ryzen 7,8GB,4GB,500GB - 512GB,"14"" - 14.9"""
Gaming Acer i5 Gen8 8/SSD256+1T GTX1050 Ti 333$,Acer,$333 ,Intel Core i5,8GB,4GB,250GB - 256GB,"15"" - 15.9"""
Dell vostro 5468 ( Used-98%),Dell,$385 ,Intel Core i5,8GB,2GB & Under,1TB,"14"" - 14.9"""
Lenovo Thinkpad L540 i5-4th,Lenovo,$275 ,Intel Core i5,8GB,Integrated,500GB - 512GB,"15"" - 15.9"""
Asus E410KA | Celeron | 4GB |512GB | 14” FHD NEW 2 year warranty,Asus,$299 ,Intel Celeron,4GB,Integrated,500GB - 512GB,"14"" - 14.9"""
MacBook Air 2017 13” មួយទឹក,Apple,$395 ,Intel Core i5,8GB,Integrated,128GB & Under,"13"" - 13.9"""
Dell 5490 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$280 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Dell 3490 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$250 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Dell 3543 Inspiron 95% ថ្មី newកុំព្យូទ័រPC Laptops computer ,Dell,$200 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Dell E5420 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$130 ,Intel Core i5,4GB,Integrated,128GB & Under,"14"" - 14.9"""
Sale,Apple,"$1,080 ",M2,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
ជួសជុល កុំព្យូទ័រដល់ទីកន្លែង,Apple,$5 ,Intel Core i9,16GB,8GB,1TB,"13"" - 13.9"""
Want to sell Dell intel i7-7th AMD 2G,Dell,$350 ,Intel Core i7,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Want to sell MacBook Pro intel i5,Apple,$450 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"13"" - 13.9"""
Lenovo C930 i7 8th Ram12gb SSD 256gb,Lenovo,$450 ,Intel Core i7,12GB,Integrated,250GB - 256GB,"14"" - 14.9"""
"Lenovo Yoga 7 i5 11th, Ram 12gb SSD 512gb win 10 license",Lenovo,$460 ,Intel Core i5,12GB,Integrated,500GB - 512GB,"14"" - 14.9"""
"Lenovo T490s i7 8th, Ram16GB SSD512gb",Lenovo,$450 ,Intel Core i7,16GB,Integrated,500GB - 512GB,"14"" - 14.9"""
Lenovo Yoga C930 i7 8th Generation Ram 12gb SSD 256gb,Lenovo,$450 ,Intel Core i7,12GB,Integrated,250GB - 256GB,"14"" - 14.9"""
HP EliteBook 830 G5 Touch Screen Core i5 Ram 8GB SSD 256GB,HP,$480 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
Hot sell Macbookbro 13” 2017  core I 5 ram 16 Gb ssd 500GB,Apple,$468 ,Intel Core i5,16GB,2GB & Under,500GB - 512GB,"13"" - 13.9"""
Laptop for Office and Study,Asus,$420 ,Intel Core i5,8GB,2GB & Under,1TB,"14"" - 14.9"""
លក់ប្រញាប់លុយ,Sony,$84.15 ,Intel Core i5,4GB,2GB & Under,128GB & Under,"11"" - 11.9"""
តម្លៃធូៗ គុណភាពល្អ,Lenovo,$235 ,Intel Core i5,8GB,Integrated,128GB & Under,"15"" - 15.9"""
Lenovo ideapad 310 i5-7th 8+128G VGA 920 2G,Lenovo,$200 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"15"" - 15.9"""
DELL INSPIRON 5406,Dell,$539 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
DELL VOSTRO 3400 I5-11TH,Dell,$539 ,Intel Core i5,8GB,Integrated,500GB - 512GB,"14"" - 14.9"""
DELL INSPIRON 3510,Dell,$329 ,Intel Celeron,4GB,Integrated,250GB - 256GB,"15"" - 15.9"""
DELL VOSTRO 3400 I3-11TH,Dell,$379 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
DELL VOSTRO 3400 I3-11TH,Dell,$399 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Hp EliteBook 840 G3 (Used-98%) (Australia product),HP,$279 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Acer swift SF314 (Used-99%) Grad A+ កម្លាំងម៉ាសុីនធំ​កប់😬😬🥶🥶,Acer,$635 ,Intel Core i7,16GB,8GB,1TB,"14"" - 14.9"""
Dell XPS 13 9350(Used-98%)តូចស្តេីងស្អាតបងៗ😍🎉💥,Dell,$435 ,Intel Core i5,4GB,2GB & Under,500GB - 512GB,"13"" - 13.9"""
Acer aspire A515 (Used-98%)🔥ស្តេីងស្អាត​ សេរីឆ្នាំ ២០២១ 🔥,Acer,$465 ,Intel Core i5,8GB,4GB,250GB - 256GB,"15"" - 15.9"""
"macbook pro 15"" retina 2015 (i7 / ram 16 ssd 1000G) 98%",Apple,$550 ,Intel Core i7,16GB,Integrated,1TB,"15"" - 15.9"""
Labtob screen 12.5” Dell,Dell,$185 ,Intel Core i3,4GB,2GB & Under,250GB - 256GB,"12"" - 12.9"""
Lenovo T430,Lenovo,$150 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"14"" - 14.9"""
Dell Latitude E7270 Core i5 2.3 GHz 6th Generation,Dell,$179 ,Intel Core i5,8GB,4GB,250GB - 256GB,"12"" - 12.9"""
Lenovo ThinkPad X220 Good for Study and office ,Lenovo,$125 ,Intel Core i5,4GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Acer One 14សម្រាប់លក់ (ទិញមកមិនសូវបានប្រើ),Acer,$145 ,Other,4GB,4GB,500GB - 512GB,"14"" - 14.9"""
Surface Pro 5. Ram 8G. M.2 128G. Screen 12.9,Microsoft,$360 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
"Lenovo Core I5 7th, Ram 8GB, HDD 1TB or 256 SSD, Screen 14""",Lenovo,$255 ,Intel Core i5,8GB,Integrated,1TB,"14"" - 14.9"""
👍Dell Inspiron 3501👍Core i5 11gen👍Ram 16g👍M.2 512g👍VGA 2g 👍Screen 15.6 inch,Dell,$429 ,Intel Core i5,8GB,2GB & Under,500GB - 512GB,"15"" - 15.9"""
លក់ Dell laptop តម្លៃធូៗ,Dell,$99 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Asus ZenBook,Asus,$168 ,Intel Core i7,8GB,4GB,500GB - 512GB,"15"" - 15.9"""
ចង់លក់កំព្យូទ័រ Lenovo,Lenovo,$3 ,Intel Core i5,4GB,Integrated,500GB - 512GB,"14"" - 14.9"""
Gateway GWTN156-11GR 15.6”FHD 1080,Other - ផ្សេងៗ,$259 ,Intel Pentium,4GB,Integrated,128GB & Under,"15"" - 15.9"""
Dell Vostro 3560 15.6”,Dell,$229 ,Intel Core i5,4GB,Integrated,500GB - 512GB,"15"" - 15.9"""
Dell Latitude E3580 i5 6th ដេីរលឿនល្អណាស់,Dell,$299 ,Intel Core i5,8GB,4GB,250GB - 256GB,"14"" - 14.9"""
"Lenovo E43-80 ( 98% ) CPU Core i5, RAM 8GB, SSD 128GB",Lenovo,$290 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"14"" - 14.9"""
"Lenovo Ideapad 3 15IIL05 ( 98% ) CPU Core i5, RAM 8GB. SSD 256GB",Lenovo,$350 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"15"" - 15.9"""
"Lenovo V14-IIL ( 99% ) CPU Core i5, RAM 8GB, SSD 256GB",Lenovo,$399 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
"Acer Aspire E5-576G ( Grade B ) CPU Core i5, RAM 8GB, SSD 128GB",Acer,$230 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"15"" - 15.9"""
"Lenovo ThinkPad L380 Yoga Touch screen/ I5-8250U/ M.2 256G / 13.3 """,Lenovo,$350 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
"Asus X456URK ( Grade B ) CPU Core i7, RAM 8GB, SSD 256GB",Asus,$290 ,Intel Core i7,8GB,2GB & Under,250GB - 256GB,"15"" - 15.9"""
Gaming Acer Ryzen7 3750 Gen8 8/SSD512 GTX1650 499$,Acer,$499 ,AMD Ryzen 7,8GB,4GB,500GB - 512GB,"14"" - 14.9"""
Gaming Acer i5 Gen8 8/SSD256+1T GTX1050 Ti 333$,Acer,$333 ,Intel Core i5,8GB,4GB,250GB - 256GB,"15"" - 15.9"""
Dell vostro 5468 ( Used-98%),Dell,$385 ,Intel Core i5,8GB,2GB & Under,1TB,"14"" - 14.9"""
Lenovo Thinkpad L540 i5-4th,Lenovo,$275 ,Intel Core i5,8GB,Integrated,500GB - 512GB,"15"" - 15.9"""
Asus E410KA | Celeron | 4GB |512GB | 14” FHD NEW 2 year warranty,Asus,$299 ,Intel Celeron,4GB,Integrated,500GB - 512GB,"14"" - 14.9"""
MacBook Air 2017 13” មួយទឹក,Apple,$395 ,Intel Core i5,8GB,Integrated,128GB & Under,"13"" - 13.9"""
Dell 5490 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$280 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Dell 3490 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$250 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Dell 3543 Inspiron 95% ថ្មី newកុំព្យូទ័រPC Laptops computer ,Dell,$200 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Dell E5420 Latitude 95% ថ្មី newកុំព្យូទ័រPC Laptops computer,Dell,$130 ,Intel Core i5,4GB,Integrated,128GB & Under,"14"" - 14.9"""
Sale,Apple,"$1,080 ",M2,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
ជួសជុល កុំព្យូទ័រដល់ទីកន្លែង,Apple,$5 ,Intel Core i9,16GB,8GB,1TB,"13"" - 13.9"""
Want to sell Dell intel i7-7th AMD 2G,Dell,$350 ,Intel Core i7,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Want to sell MacBook Pro intel i5,Apple,$450 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"13"" - 13.9"""
Lenovo C930 i7 8th Ram12gb SSD 256gb,Lenovo,$450 ,Intel Core i7,12GB,Integrated,250GB - 256GB,"14"" - 14.9"""
"Lenovo Yoga 7 i5 11th, Ram 12gb SSD 512gb win 10 license",Lenovo,$460 ,Intel Core i5,12GB,Integrated,500GB - 512GB,"14"" - 14.9"""
"Lenovo T490s i7 8th, Ram16GB SSD512gb",Lenovo,$450 ,Intel Core i7,16GB,Integrated,500GB - 512GB,"14"" - 14.9"""
Lenovo Yoga C930 i7 8th Generation Ram 12gb SSD 256gb,Lenovo,$450 ,Intel Core i7,12GB,Integrated,250GB - 256GB,"14"" - 14.9"""
HP EliteBook 830 G5 Touch Screen Core i5 Ram 8GB SSD 256GB,HP,$480 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
Hot sell Macbookbro 13” 2017  core I 5 ram 16 Gb ssd 500GB,Apple,$468 ,Intel Core i5,16GB,2GB & Under,500GB - 512GB,"13"" - 13.9"""
Laptop for Office and Study,Asus,$420 ,Intel Core i5,8GB,2GB & Under,1TB,"14"" - 14.9"""
លក់ប្រញាប់លុយ,Sony,$84.15 ,Intel Core i5,4GB,2GB & Under,128GB & Under,"11"" - 11.9"""
តម្លៃធូៗ គុណភាពល្អ,Lenovo,$235 ,Intel Core i5,8GB,Integrated,128GB & Under,"15"" - 15.9"""
Lenovo ideapad 310 i5-7th 8+128G VGA 920 2G,Lenovo,$200 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"15"" - 15.9"""
DELL INSPIRON 5406,Dell,$539 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
DELL VOSTRO 3400 I5-11TH,Dell,$539 ,Intel Core i5,8GB,Integrated,500GB - 512GB,"14"" - 14.9"""
DELL INSPIRON 3510,Dell,$329 ,Intel Celeron,4GB,Integrated,250GB - 256GB,"15"" - 15.9"""
DELL VOSTRO 3400 I3-11TH,Dell,$379 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
DELL VOSTRO 3400 I3-11TH,Dell,$399 ,Intel Core i3,8GB,Integrated,250GB - 256GB,"14"" - 14.9"""
Hp EliteBook 840 G3 (Used-98%) (Australia product),HP,$279 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
Acer swift SF314 (Used-99%) Grad A+ កម្លាំងម៉ាសុីនធំ​កប់😬😬🥶🥶,Acer,$635 ,Intel Core i7,16GB,8GB,1TB,"14"" - 14.9"""
Dell XPS 13 9350(Used-98%)តូចស្តេីងស្អាតបងៗ😍🎉💥,Dell,$435 ,Intel Core i5,4GB,2GB & Under,500GB - 512GB,"13"" - 13.9"""
Acer aspire A515 (Used-98%)🔥ស្តេីងស្អាត​ សេរីឆ្នាំ ២០២១ 🔥,Acer,$465 ,Intel Core i5,8GB,4GB,250GB - 256GB,"15"" - 15.9"""
"macbook pro 15"" retina 2015 (i7 / ram 16 ssd 1000G) 98%",Apple,$550 ,Intel Core i7,16GB,Integrated,1TB,"15"" - 15.9"""
Labtob screen 12.5” Dell,Dell,$185 ,Intel Core i3,4GB,2GB & Under,250GB - 256GB,"12"" - 12.9"""
Lenovo T430,Lenovo,$150 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"14"" - 14.9"""
Dell Latitude E7270 Core i5 2.3 GHz 6th Generation,Dell,$179 ,Intel Core i5,8GB,4GB,250GB - 256GB,"12"" - 12.9"""
Lenovo ThinkPad X220 Good for Study and office ,Lenovo,$125 ,Intel Core i5,4GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Acer One 14សម្រាប់លក់ (ទិញមកមិនសូវបានប្រើ),Acer,$145 ,Other,4GB,4GB,500GB - 512GB,"14"" - 14.9"""
Surface Pro 5. Ram 8G. M.2 128G. Screen 12.9,Microsoft,$360 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
"Lenovo Core I5 7th, Ram 8GB, HDD 1TB or 256 SSD, Screen 14""",Lenovo,$255 ,Intel Core i5,8GB,Integrated,1TB,"14"" - 14.9"""
👍Dell Inspiron 3501👍Core i5 11gen👍Ram 16g👍M.2 512g👍VGA 2g 👍Screen 15.6 inch,Dell,$429 ,Intel Core i5,8GB,2GB & Under,500GB - 512GB,"15"" - 15.9"""
លក់ Dell laptop តម្លៃធូៗ,Dell,$99 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"12"" - 12.9"""
Asus ZenBook,Asus,$168 ,Intel Core i7,8GB,4GB,500GB - 512GB,"15"" - 15.9"""
មួយទឹក​ស្អាតដូចថ្មី​ ផលិត​ឆ្នាំ២០២០​ ideapad5 14iiL05,Lenovo,$599 ,Intel Core i7,16GB,Integrated,500GB - 512GB,"14"" - 14.9"""
Acer Predator Helios 300 RTX 2060 99%,Acer,$880 ,Intel Core i7,16GB,6GB,250GB - 256GB,"15"" - 15.9"""
MacBook Pro 2015,Apple,$655 ,Intel Core i5,8GB,8GB,250GB - 256GB,"13"" - 13.9"""
"Apple MacBook M1 Pro (14-inch, 2021) Memory 16GB ម្ចាស់លក់ផ្ទាល់",Apple,"$1,500 ",M1 Pro,16GB,16GB & Larger,128GB & Under,"14"" - 14.9"""
CPU core i5-8300 Ram16GB,Acer,$359 ,Intel Core i5,16GB,4GB,250GB - 256GB,"15"" - 15.9"""
"Lenovo V15-IIL ( 99% ) CPU Core i5, RAM 8GB, SSD 512GB",Lenovo,$370 ,Intel Core i5,8GB,Integrated,500GB - 512GB,"15"" - 15.9"""
"Dell Latitude E7390 ,E7490",Dell,$299 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"13"" - 13.9"""
"Lenovo E43-80 ( 98% ) CPU Core i5, RAM 8GB, SSD 128GB",Lenovo,$290 ,Intel Core i5,8GB,2GB & Under,128GB & Under,"14"" - 14.9"""
"Lenovo Ideapad 3 15IIL05 ( 98% ) CPU Core i5, RAM 8GB. SSD 256GB",Lenovo,$350 ,Intel Core i5,8GB,Integrated,250GB - 256GB,"15"" - 15.9"""
"Lenovo V14-IIL ( 99% ) CPU Core i5, RAM 8GB, SSD 256GB",Lenovo,$399 ,Intel Core i5,8GB,2GB & Under,250GB - 256GB,"14"" - 14.9"""
